element,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Ag,0.220025941729545,0.27169680595397905,0.259073019027709,-0.596787333488464,0.100354962050914,-0.381953716278076,0.626711547374725,-0.21899776160717,-0.8554025888442991,0.14894132316112502,0.489197671413421,0.024341212585567994,0.6638134717941281,-0.27743741869926397,-0.5022671818733211,-0.343382328748703
Cd,0.144953623414039,0.28606554865837003,-0.191306814551353,-0.4107970595359801,0.41941279172897306,-0.097364760935306,0.25910595059394803,-0.020564455538988,-0.48196801543235707,-0.107775323092937,-0.11780890077352503,-0.168684184551239,0.419112563133239,-0.165165081620216,-0.25802922248840304,-0.26721015572547896
In,0.008040683344005999,-0.086962193250656,-0.15327048301696702,-0.46827769279479897,0.035179223865270004,-0.093264572322368,0.19902084767818398,-0.022849097847938003,-0.26361921429634,0.026916481554508,0.061821464449167,-0.35379606485366805,0.278767824172973,0.22845521569252006,-0.241423696279525,-0.00187229050789
Sn,0.037526119500398,-0.274510741233825,0.038438059389591,-0.32621341943740806,-0.045173749327659,-0.096013210713863,0.08231148868799201,0.026692982763051005,-0.084521830081939,0.126090973615646,0.165471792221069,-0.014898853376507,0.12902508676052002,0.462317019701004,-0.119643293321132,-0.14421020448207802
Sb,0.08753284066915501,-0.118239678442478,0.12437673658132499,-0.185172766447067,-0.05980236828327101,-0.179735004901886,-0.062481790781021014,0.065347462892532,0.113141648471355,0.08085811138153001,-0.09138230979442499,0.15511327981948805,0.042575787752866,0.210555538535118,-0.221856191754341,-0.17344859242439198
Te,0.017612421885132002,-0.121930547058582,0.287495970726013,-0.054600268602371015,-0.048856310546397996,-0.360597908496856,0.006929703522473001,-0.095347210764884,0.16007220745086598,0.023263316601514,0.08288694918155601,-0.06867232918739301,0.107627369463443,0.19008958339691104,-0.28174737095832797,-0.253415256738662
I,-0.092639632523059,0.048169326037168,0.200707584619522,0.16046588122844602,0.032274678349494004,-0.27499115467071505,-0.06709363311529098,-0.22567185759544298,0.09453774243593199,-0.124812141060829,-0.022278163582086005,0.16429223120212502,0.06717941910028401,-0.12693454325199102,0.22023096680641105,-0.20196399092674205
Xe,0.23401623964309598,0.06737916916608801,0.608183741569519,-1.2179151773452748,-0.054727558046579014,-0.7091625928878781,0.6786276698112479,-0.220465525984764,-0.7005538940429681,0.098975926637649,0.579602360725402,0.18645824491977606,0.9459961652755732,-0.27275770902633606,-1.282049775123596,-0.6831915378570551
Cs,-0.073443241417407,-0.047955863177776,0.190558224916458,0.4499374032020561,-0.123142227530479,0.102187409996986,-0.327122807502746,0.021206695586442004,0.309177547693252,-0.14044128358364102,-0.012754185125231,0.23992565274238506,-0.296679377555847,-0.21341437101364105,0.583950936794281,0.052268452942370994
Ba,-0.31885895133018405,-0.16483668982982602,-0.17301033437252,0.5706403851509091,0.08354367315769101,0.38763684034347495,-0.252880841493606,0.15255360305309199,0.564716696739196,-0.20807662606239305,-0.17684020102024,-0.25073572993278503,-0.36529719829559293,0.239613220095634,0.352670609951019,0.27537393569946195
La,-0.091636098921298,-0.17665356397628698,-0.5319131016731261,0.19304932653903897,0.192059144377708,0.669735789299011,-0.063750781118869,0.28410243988037104,0.22394037246704104,-0.010331328958271999,-0.327250689268112,-0.323477923870086,-0.4439352750778191,0.41185775399208,0.13435712456703097,0.462237834930419
Ce,-0.197831079363822,0.14516636729240398,-0.4386110901832581,0.113676734268665,0.041113641113042006,0.7555166482925411,0.018072115257382,0.40856993198394703,0.16970022022724102,0.134811371564865,-0.07080877572298,-0.08758506923913902,-0.33947670459747303,0.207946389913558,0.027506127953529,0.23955786228179898
Pr,-0.215015947818756,-0.25539022684097196,-0.41073906421661305,0.275224924087524,0.182651966810226,0.5513342022895811,-0.052291963249444,0.19662348926067305,0.27981847524642894,0.100487172603607,-0.019572265446186003,-0.534951031208038,-0.302904665470123,0.5879467129707331,-0.02508471161127,0.33661499619483903
Nd,-0.24022926390170998,-0.31795191764831504,-0.41562736034393305,0.24012488126754705,0.15146818757057098,0.5745352506637571,0.051685210317373005,0.20875123143196103,0.264019817113876,0.12398310005664802,-0.028157403692603007,-0.5307101607322691,-0.32271772623062106,0.530494451522827,0.046533457934856005,0.312270820140838
Pm,-0.37391752004623396,-0.045518077909946005,-0.545783579349517,0.188483327627182,0.100331492722034,0.507119238376617,0.084902584552764,0.20100250840186998,0.183701232075691,0.118347257375717,-0.08754686266183799,-0.5166583657264711,-0.34514015913009605,0.347948610782623,0.045327499508857005,0.32133284211158697
Sm,-0.25712925195693903,-0.24251113831996898,-0.5051884651184081,0.11776577681303,0.099228754639625,0.5427742600440971,0.07564585655927601,0.22884921729564606,0.18370515108108498,0.08185665309429101,-0.052627861499785995,-0.473652452230453,-0.310627311468124,0.5355949401855461,0.007678113412111002,0.32946807146072304
Eu,-0.33163654804229703,0.107924781739711,-0.23995095491409305,0.39369180798530495,-0.109153069555759,0.487176686525344,-0.17088395357131902,0.20314934849739005,0.15024387836456302,-0.060632895678281014,-0.172054484486579,0.010965223424136,-0.5949336886405939,-0.07989116758108099,0.43119609355926497,0.28652146458625705
Gd,-0.255256116390228,-0.107868403196334,-0.5361624360084529,0.022540083155034998,0.06786297261714899,0.600591301918029,-0.007325689308345,0.19151034951210005,0.09133063256740499,0.077257625758647,-0.142770171165466,-0.25964966416358903,-0.29734560847282404,0.42975771427154497,-0.055163688957691005,0.34510985016822804
Tb,-0.067165046930313,-0.216720715165138,-0.5346047878265381,0.0571267940104,0.108956664800643,0.5494450330734251,0.13050179183483102,0.15835106372833202,-0.066851057112216,0.098196357488632,0.012590968050062,-0.4764251112937921,-0.31273335218429504,0.41077044606208796,-0.012283633463083999,0.5521848201751701
Dy,-0.158126771450042,-0.226037353277206,-0.6490926742553711,-0.006099989637731999,0.091834343969821,0.5159253478050231,0.07618953287601402,0.222041338682174,-0.072046764194965,0.096474975347518,-0.033217608928680004,-0.4722256660461421,-0.21487498283386205,0.4482176601886741,0.070182390511035,0.4121662974357601
Ho,-0.105255477130413,-0.33794081211090005,-0.589679718017578,-0.045343484729528,0.023846669122576,0.52252984046936,0.064017228782176,0.25551551580429005,-0.18723440170288005,0.116836830973625,-0.023813094943761003,-0.36423933506011896,-0.385893255472183,0.312993675470352,0.098140150308609,0.43060991168022106
Er,-0.23792865872383104,-0.046479433774948,-0.6501834988594051,-0.023218804970383,0.061458759009838014,0.556476294994354,0.161721020936965,0.175748348236083,-0.14435879886150302,0.133994862437248,0.010389210656285,-0.4437938630580901,-0.14293225109577098,0.39406028389930703,0.022536700591444,0.45754131674766496
Tm,-0.23941493034362699,-0.132306188344955,-0.640235364437103,-0.10214515030384,-0.04277316853404001,0.540846049785614,0.14843842387199402,0.152763858437538,-0.18950714170932698,0.125831589102745,0.13992598652839602,-0.4883702099323271,-0.113039262592792,0.392347604036331,0.018086059018968998,0.41612422466278
Yb,-0.242181807756423,-0.060801018029450996,-0.499199450016021,0.097591914236545,0.23976065218448606,0.341522932052612,-0.0050145923160010005,-0.036758724600076,-0.263217985630035,-0.08287306874990401,-0.20841766893863603,-0.28704854846000605,-0.237558230757713,-0.045513954013585996,0.503550052642822,0.542279779911041
Lu,-0.24894976615905703,-0.20921277999877905,-0.6363247036933891,-0.11496625095605802,-0.16277080774307198,0.512850522994995,0.180480763316154,0.221932396292686,-0.309341520071029,0.09708461165428098,0.195380315184593,-0.47924917936325,-0.175846278667449,0.240043506026268,0.054087866097687995,0.44288259744644093
Hf,-0.22945885360240906,-0.181822657585144,-0.5038210153579711,-0.34368556737899697,-0.36152958869934,0.4525426030158991,0.424632281064987,0.420237362384796,-0.451650917530059,0.336517125368118,0.21757081151008603,-0.33738797903060896,-0.25580620765685996,0.271148711442947,-0.20672337710857305,0.311874479055404
Ta,-0.08020923286676401,0.12725304067134802,-0.22398690879344899,-0.18987245857715598,-0.37761911749839705,0.30121704936027505,0.4240113496780391,0.532492995262146,-0.19241213798522905,0.548126459121704,0.4187940955162041,-0.21244668960571206,-0.003715975442901,0.219198390841484,-0.325230717658996,0.038962073624134
W,0.15343277156352902,-0.036981686949729,0.030121456831693007,-0.28492113947868297,-0.4838297963142391,0.073549337685108,0.360298752784729,0.7251817584037781,-0.06867967545986099,0.5212323069572441,0.41624879837036105,0.050870791077613005,0.039401516318321006,0.177773892879486,-0.4244300723075861,-0.20543462038040106
Re,0.065745301544666,0.13199976086616502,-0.053948033601045005,-0.5894827246665949,-0.24676164984703006,0.064553916454315,0.618219375610351,0.6276887059211731,-0.5280857682228081,0.675458431243896,0.476934671401977,-0.136757656931877,0.337069332599639,0.18469671905040705,-0.5757842659950251,-0.12202201783657002
Os,0.339762657880783,0.120314598083496,-0.08316400647163301,-0.946349143981933,-0.140575736761093,-0.06285008043050701,0.613036155700683,0.41731250286102206,-0.7551876902580258,0.578382611274719,0.455824881792068,0.082209736108779,0.4467681348323821,0.13261158764362302,-0.765288949012756,-0.26537695527076705
Ir,0.4270144402980801,-0.14080975949764202,0.485740959644317,-0.205191269516944,-0.24762563407421104,-0.3860764503479001,-0.045674618333578006,0.078551165759563,0.37655207514762795,0.13288491964340202,-0.07979261875152499,0.6048759222030641,0.016520638018846002,-0.062002334743738015,-0.408075302839279,-0.511302173137664
Pt,0.484318256378173,-0.35964858531951904,0.200501441955566,-0.6332241296768181,-0.06909403204917901,-0.44409900903701705,-0.033056382089852995,-0.15104064345359802,-0.101109430193901,0.014556321315466999,-0.0010117255151269999,0.4129391312599181,0.107322469353675,-0.046533089131116014,-0.32430636882781905,-0.216967031359672
Au,0.4499770998954771,0.036064855754375,0.257777690887451,-0.41737264394760093,0.13057307898998202,-0.46511921286582897,0.16536444425582802,-0.303471773862838,-0.471967607736587,-0.047797873616218005,0.18724456429481498,0.09167792648077,0.5800445675849909,-0.14904981851577698,-0.23351556062698306,-0.296619415283203
Hg,0.278281241655349,0.28232422471046403,0.28352540731430004,-0.27880847454071006,0.164339900016784,-0.31866431236266995,0.14716148376464802,-0.115334942936897,-0.3862334191799161,0.025141831487417,0.12460043281316699,0.091221012175083,0.629965245723724,-0.32103306055068903,-0.37941354513168296,-0.29709422588348305
Tl,0.18438234925270003,0.303153246641159,0.016757573932409002,0.009070029482245,0.19121758639812406,-0.15550409257411904,0.08809492737054801,-0.049157455563545005,-0.507745325565338,-0.101990558207035,0.046750623732805,0.25165623426437306,0.3817000985145561,-0.35118678212165805,0.18036793172359405,-0.409070998430252
Pb,0.092830300331115,0.103772349655628,0.048139110207557005,-0.035603981465101006,0.07790760695934201,-0.125655949115753,0.181485593318939,-0.005632121581584001,-0.250113695859909,-0.036282517015933005,0.109987139701843,0.034709032624959,0.24099040031433105,-0.206966385245323,0.05700688809156401,-0.28387731313705394
Bi,-0.23631326854228898,0.097659416496753,0.246293365955352,-0.174692720174789,-0.21827903389930706,-0.24071842432022006,0.13457244634628202,0.016257319599390002,-0.075023181736469,0.000981722609139,0.091679535806179,-0.24036492407321905,0.13600642979145,-0.015789944678544002,-0.305944114923477,-0.441544562578201
Po,0.027817610651253998,0.021633174270391003,-0.022265184670686,-0.049989353865385014,-0.011657394468784,0.035761784762144005,0.019627097994089,0.020544353872537,-0.017788209021091,0.035650465637445006,-0.041207421571016006,0.043517794460058,0.00019516795873599996,0.006509877741335999,-0.042149316519498006,-0.0026176571846
At,0.013335119932889002,0.024167034775017998,-0.009026061743497,0.046445082873105996,0.003559160977602,0.030743073672056007,-0.014642775058746,-0.016754351556301002,0.046803805977106,0.0035505406558510007,0.023668650537729003,0.03056089952588,0.014549504965543,0.003774356096982,0.015185866504907,0.0051333308219900006
Rn,-0.011943757534026999,0.017634008079766998,-0.005495369434356001,-0.009976781904696998,-0.030205953866242995,-0.048440467566251005,-0.0072662010788909995,-0.025606309995054997,0.004871986806392,0.04431638494133901,-0.036175560206174,0.017096769064664,-0.031810570508241,0.023763153702020003,0.028261903673410006,0.04460611566901201
Fr,-0.043449845165013996,0.042720142751932005,-0.04410432651638901,0.0072744488716120015,-0.023090172559022005,0.029771652072668006,0.023424100130796,-0.033319331705570006,0.038471434265375005,-0.016308307647705002,-0.033892117440700004,-0.041319262236356014,0.037754368036985,-0.021916961297392,0.011680435389280002,0.045128908008337
Ra,0.016968358308075998,-0.025037158280611004,0.0319683291018,-0.017893504351376998,-0.027510179206728,0.013902675360441,-0.024473024532197997,0.04280782118439601,-0.026307214051485003,-0.0237881783396,-0.014349352568387003,-0.004566609859465999,-0.039498329162597004,0.003125965595245,-0.045962382107972995,-0.016306199133396003
Ac,-0.9182214736938472,0.073024354875087,-0.5950515866279601,0.450472176074981,-0.34500876069068903,0.6077151894569389,-0.07224716246128,0.179490327835083,0.29064297676086404,0.057812228798866,0.026626421138644003,-0.7265717387199401,-0.5288156867027279,0.25640335679054205,0.17358268797397602,0.606693804264068
Th,-0.35366657376289296,-0.067412987351417,-0.8245663046836851,-0.025612143799662004,-0.34652599692344604,0.8099452853202821,0.16133190691471105,0.46946370601654,0.04580149054527201,0.17886298894882202,0.044974509626626,-0.331488221883773,-0.5062099695205681,0.30351185798645003,0.06985341012477801,0.468920320272445
Pa,-0.4980123639106751,0.487306952476501,-0.7456755638122551,-0.00906897522509,-0.263530135154724,0.7496261596679681,0.4648188352584831,0.553796231746673,-0.28181234002113303,0.4129915833473201,0.22721241414546905,-0.4769994318485261,-0.24083612859249104,0.18309168517589505,-0.20546621084213199,0.43298432230949396
U,-0.061628509312868014,0.24364115297794306,-0.34659844636917103,0.056788671761750995,-0.442931592464447,0.6400207281112671,0.237543106079101,0.7067830562591549,0.17046198248863198,0.43672922253608704,0.19122892618179305,-0.102396845817565,-0.31133392453193603,0.022909650579094,-0.08031091094017001,0.210229903459548
Np,-0.471239656209945,0.4481242001056671,-0.17091147601604403,0.29912671446800204,-0.4901858270168301,0.5011664032936091,0.197753608226776,0.673036217689514,0.24325831234455106,0.35902383923530495,0.19398954510688698,-0.122533790767192,-0.271932482719421,0.09995987266302099,-0.031972069293260005,0.123560406267642
Pu,-0.27819439768791204,0.044106788933277005,-0.15482030808925598,0.376608461141586,-0.44519218802452,0.493096500635147,-0.023475870490073998,0.487315595149993,0.30353665351867604,0.26055803894996604,0.15968082845210999,-0.003404412884265,-0.5477635264396661,0.17579585313796905,0.037211507558822,0.12520213425159402
